name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,13.721199878493033,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5
Nissan Micra Active XV S,2015,12.611537753638338,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5
Maruti Wagon R LXI Optional,2016,12.765688433465597,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Mahindra Ssangyong Rexton RX5,2013,13.710150042306449,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,7
Mahindra Quanto C8,2013,12.611537753638338,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7
Maruti Ritz LDi,2010,12.429216196844383,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,13.9108207377686,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Renault KWID RXT,2016,12.506177237980511,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti Ertiga VDI,2015,13.369223455335854,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Mahindra XUV500 W4,2015,13.38472764187182,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
Maruti Eeco 5 Seater AC BSIV,2017,12.923909999653127,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5
Hyundai Santro Xing GLS,2011,12.013700752882718,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5
Hyundai Accent GLE,2007,11.289781913656018,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5
Mahindra XUV500 W8 2WD,2012,13.190022025878143,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,13.458835614025542,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,7
Maruti Swift Dzire VDI,2013,13.217673557208654,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
Honda Amaze S CVT Petrol BSIV,2019,13.42984807715229,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,5
Hyundai i10 Sportz 1.2,2009,12.206072645530174,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Swift Dzire VDI,2014,13.122363377404328,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
Maruti Ertiga SHVS ZDI Plus,2016,13.815510557964274,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Hyundai Getz 1.3 GVS,2008,11.608235644774552,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,5
Hyundai i20 1.2 Magna,2012,12.676076274775909,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5
Maruti Swift LXI Optional-O,2015,12.765688433465597,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5
Tata Indica Vista TDI LS,2013,12.043553716032399,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,13.592367006650065,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti Ignis 1.3 Alpha,2017,13.122363377404328,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,5
Tata Hexa XTA,2017,14.137594057133388,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7
Mahindra Marazzo M6 8Str,2019,14.077874822431765,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,8
Hyundai Verna 1.6 CRDI,2013,13.180632285528304,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5
Maruti Swift Dzire VDI,2012,12.793859310432293,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
Maruti Swift Dzire LDi,2012,12.644327576461329,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Honda City i DTEC V,2015,13.493926933836812,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5
Maruti Swift Dzire ZDi,2012,12.736700896592344,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Hyundai Xcent 1.2 CRDi E,2017,13.217673557208654,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5
Toyota Fortuner 3.0 Diesel,2011,13.955272500339433,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7
Tata Tiago 1.05 Revotorq XZ,2016,12.84792653170257,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5
Nissan Sunny XL AT Special Edition,2013,12.765688433465597,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,5
Hyundai Elite i20 Magna Plus BSIV,2019,13.321214236149494,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
Maruti Swift Dzire VXI,2015,13.17115354157376,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
Toyota Innova 2.5 GX 7 STR,2011,13.081541382884074,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7
Mahindra Thar CRDe,2017,13.567049198665774,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6
Maruti Swift Dzire ZDi,2012,12.676076274775909,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Maruti Swift 1.2 DLX (Only Delhi),2014,12.834681304952548,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Datsun GO D Petrol,2019,12.611537753638338,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5
Hyundai i20 Asta 1.4 CRDi,2015,13.122363377404328,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5
Mahindra Scorpio LX,2011,12.909170156943286,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9
Tata Sumo Gold EX BSIII,2015,13.122363377404328,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7
Tata Tiago Wizz 1.05 Revotorq,2017,12.765688433465597,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5
Tata Zest Revotron 1.2 XT,2015,12.84792653170257,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Hyundai Accent GLE,2008,11.652678711655406,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5
Honda Brio Exclusive Edition,2014,12.721885810807203,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5
Hyundai Grand i10 AT Asta,2015,13.049792684569493,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5
Tata Manza Club Class Quadrajet90 LX,2012,12.577636201962656,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
Maruti Alto LX,2005,11.608235644774552,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Tata New Safari DICOR 2.2 EX 4x2,2011,13.017002861746503,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7
Mahindra Bolero SLE,2009,12.89921982609012,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
Mahindra Bolero DI DX 7 Seater,2007,12.254862809699606,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,15.341566861459324,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,5
Maruti Omni E MPI STD BS IV,2016,12.301382825334498,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8
Hyundai Grand i10 Sportz,2017,13.017002861746503,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Hyundai i10 Sportz AT,2013,12.577636201962656,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
Maruti Swift VXI Deca,2016,13.16158409055761,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Hyundai i10 Sportz AT,2011,12.487485104968359,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
Maruti Swift VXI,2012,12.706847933442663,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
Mahindra Bolero 2011-2019 ZLX,2014,13.142164043914272,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Hyundai Verna 1.6 SX VTVT (O),2014,13.122363377404328,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5
Hyundai i20 Active 1.2,2015,13.17115354157376,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
Maruti Baleno Zeta,2019,13.422467969854667,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5
Hyundai i20 1.2 Asta,2010,12.611537753638338,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5
Maruti Alto LXI,2005,11.407564949312402,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Swift Dzire VDI,2017,13.38472764187182,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
Maruti Swift Dzire VXI,2014,12.921470435024938,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
Hyundai Grand i10 CRDi Sportz,2015,12.886641043883259,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5
Maruti Swift Dzire VXI,2014,12.89921982609012,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
Chevrolet Beat LS,2012,11.695247021764184,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5
Tata Tigor 1.2 Revotron XZA,2018,13.37700559577791,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5
Maruti 800 Std,2006,11.302204433654575,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
Honda City i-DTEC VX,2017,14.077874822431765,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Honda City i-DTEC VX,2017,14.038654109278484,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Maruti Ertiga VXI,2013,13.190022025878143,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7
Nissan Terrano XV Premium 110 PS,2014,13.226723392728571,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5
Honda City i VTEC VX,2014,13.493926933836812,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5
Renault KWID RXL,2016,12.345830240069793,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,13.592367006650065,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
Maruti Wagon R VXI BS IV,2017,12.923909999653127,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Hyundai Creta 1.4 CRDi S Plus,2018,14.006130917572923,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
Tata Tiago 1.2 Revotron XZ,2017,12.89921982609012,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
Hyundai Grand i10 1.2 CRDi Sportz,2018,13.16158409055761,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5
Maruti Baleno Zeta Automatic,2016,13.38472764187182,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
Maruti Swift ZXI ABS,2011,12.691580461311874,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5
Maruti Swift Dzire VXi AT,2012,12.948009990259552,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5
Maruti Swift LXI Option,2014,12.89921982609012,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Hyundai i20 1.2 Asta,2010,12.449014902564246,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5
Maruti Zen LXI,2003,11.082142548877775,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5
Maruti Celerio LXI,2017,12.768541502448002,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Toyota Innova 2.5 V Diesel 8-seater,2007,12.909170156943286,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8
Maruti Ritz LDi,2011,12.128111104060462,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
Nissan Micra Diesel XV,2011,12.429216196844383,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Maruti Zen LXI,2002,11.002099841204238,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5
Hyundai Verna 1.6 SX VTVT (O),2013,13.122363377404328,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5
Maruti Zen Estilo LXI BSIII,2007,11.350406535472453,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5
Maruti Alto LX,2005,11.350406535472453,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
Maruti Swift Dzire ZDi,2011,12.487485104968359,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5
Maruti A-Star Vxi,2010,11.77528972943772,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5
Maruti Ertiga VDI,2013,13.081541382884074,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
Maruti Swift Ldi BSIII,2008,12.043553716032399,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5
Nissan Micra Diesel XV,2011,12.524526376648708,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Maruti Wagon R LXI,2005,11.396391648714276,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Ford Figo Diesel Titanium,2010,12.043553716032399,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
Mahindra XUV300 W8 Option BSIV,2019,13.901688254205327,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,13.9108207377686,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5
Maruti Swift VXI BSIV,2018,13.321214236149494,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5
Datsun GO T Option BSIV,2016,12.721885810807203,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5
Hyundai Grand i10 Asta,2015,12.983099011217604,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,5
Toyota Fortuner 2.8 2WD MT BSIV,2018,14.914122846632385,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7
Renault KWID RXL,2018,12.873902018105829,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5
Honda Brio 1.2 VX MT,2012,12.691580461311874,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,13.369223455335854,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5
Nissan Sunny XV Special Edition,2012,13.017002861746503,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5
Toyota Etios Liva GD SP,2013,12.89921982609012,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5
Hyundai i10 Sportz,2009,12.2783933071098,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5
Renault Duster 85PS Diesel RxL,2014,13.253391639810733,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5
Mahindra XUV500 W8 2WD,2012,13.42984807715229,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7
Toyota Innova 2.5 V Diesel 7-seater,2008,12.691580461311874,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7
Tata Indigo CS eGLX BS IV,2011,11.918390573078392,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5
Hyundai Elantra SX AT,2013,13.444446876573442,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5
Mercedes-Benz New C-Class 220 CDI AT,2013,14.253765488895429,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,5
Tata Nano STD,2012,11.06663836234181,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4
Nissan Micra Diesel XL,2013,12.429216196844383,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Maruti Wagon R LXI,2005,11.082142548877775,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Maruti Swift Dzire VDI,2016,13.217673557208654,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5
Hyundai i10 Magna,2010,11.84939770159144,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5
Renault KWID RXT,2016,12.611537753638338,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Volkswagen GTI 1.8 TSI,2016,13.592367006650065,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5
Tata Safari Storme EX,2015,13.128345449081877,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
Volvo XC40 D4 Inscription BSIV,2019,15.150511624696614,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5
Toyota Camry 2.5 Hybrid,2016,14.508657738524219,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5
Maruti Wagon R LXI,2013,12.323855681186558,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5
Maruti Baleno Alpha 1.3,2018,13.514405465180353,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5
Honda Jazz VX,2016,13.217673557208654,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,13.527828485512494,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7
Maruti Swift AMT VVT VXI,2019,13.38472764187182,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5
Toyota Etios VX,2017,13.345506928718539,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5
Maruti Swift AMT ZXI,2018,13.304684934198283,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,13.017002861746503,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5
BMW X4 M Sport X xDrive20d,2019,15.501909511534503,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5
BMW X4 M Sport X xDrive20d,2019,15.520258650202699,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5
Honda Amaze V CVT Petrol BSIV,2019,13.565766324852886,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5
Volvo V40 D3 R-Design,2018,14.721750953984929,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5
Hyundai i10 Magna,2010,11.918390573078392,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5
Honda CR-V 2.4L 4WD AT,2009,13.122363377404328,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5
Maruti Swift Dzire VDI,2015,13.081541382884074,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
Hyundai Verna 1.6 SX CRDi (O),2014,13.190022025878143,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
Toyota Innova 2.5 G1 Diesel 8-seater,2005,12.429216196844383,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8
Maruti SX4 Celebration Diesel,2012,12.611537753638338,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5
Hyundai Verna XXi ABS (Petrol),2009,12.736700896592344,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5
Hyundai Verna CRDi SX,2009,12.736700896592344,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5
Maruti Alto 800 VXI,2016,12.388394202324129,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Honda City i-VTEC CVT V,2018,13.897090544956697,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5
Maruti Swift Dzire AMT VDI,2017,13.527828485512494,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
Tata Indigo LS,2012,11.461632170582678,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5
Maruti Eeco CNG 5 Seater AC,2020,12.923909999653127,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5
Maruti Alto K10 VXI,2014,12.2783933071098,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Mahindra XUV500 AT W10 AWD,2016,14.070152776337855,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7
Maruti Alto K10 LXI,2010,11.918390573078392,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Hyundai EON Sportz,2013,12.296827008798639,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Tata Tiago 1.2 Revotron XE,2018,12.691580461311874,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
Maruti Eeco Smiles 5 Seater AC,2013,12.468436909997665,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5
Honda Amaze S CVT Diesel BSIV,2019,13.458835614025542,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5
Hyundai Creta 1.4 CRDi Base,2017,13.764217263576723,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
Maruti Alto LXi BSIII,2010,11.982929094215963,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Hyundai Xcent 1.1 CRDi S Option,2015,12.923909999653127,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,13.641157170819497,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
Toyota Etios Liva Diesel,2013,13.017002861746503,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5
Maruti Swift Dzire ZDI Plus,2017,13.710150042306449,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Toyota Innova 2.5 V Diesel 7-seater,2008,13.253391639810733,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
Nissan Micra Diesel XV,2011,12.449014902564246,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5
Maruti 800 AC BSIII,2009,11.77528972943772,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
Maruti Swift Dzire VDI,2013,13.180632285528304,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5
Volkswagen Polo 1.5 TDI Highline,2015,13.16158409055761,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5
Mahindra Verito 1.5 D2 BSIII,2011,12.345830240069793,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5
Maruti 800 AC BSIII,2004,11.302204433654575,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
Maruti Swift VDI Optional,2016,13.304684934198283,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
Hyundai Xcent 1.2 Kappa S Option,2015,12.923909999653127,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5
Maruti 800 Std,2010,11.695247021764184,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
Maruti Celerio VXI,2014,12.676076274775909,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Ford Figo Diesel EXI,2015,12.584509081250419,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5
